"ID","INV","DATE","CATALOG","PCODE","QTY","custnum"
3009,135872.00,8/97/8 00:00:00,"Toys","TY1200",4.00,"137000"
3010,135872.00,8/97/8 00:00:00,"Toys","TY2100",1.00,"137000"
3011,135872.00,8/97/8 00:00:00,"Toys","TY2300",1.00,"137000"
3012,135872.00,8/97/8 00:00:00,"Toys","TY4100",1.00,"137000"
3013,140623.00,9/97/2 00:00:00,"Software","SW8511",4.00,"137000"
3014,141408.00,9/97/6 00:00:00,"Sports","SP1500",1.00,"137000"
3015,168285.00,2/98/1 00:00:00,"Gardening","GD3100",3.00,"137000"
3016,168285.00,2/98/1 00:00:00,"Gardening","GD3300",1.00,"137000"
3017,168285.00,2/98/1 00:00:00,"Gardening","GD3400",1.00,"137000"
3018,168285.00,2/98/1 00:00:00,"Gardening","GD4300",3.00,"137000"
3019,243353.00,4/98/7 00:00:00,"Software","SW5338",2.00,"137000"
3020,243377.00,4/98/24 00:00:00,"Pets","PT2300",2.00,"137000"
3021,243377.00,4/98/24 00:00:00,"Pets","PT2400",2.00,"137000"
3022,207772.00,8/98/2 00:00:00,"Sports","SP1200",1.00,"137000"
3023,213285.00,8/98/25 00:00:00,"Toys","TY3700",3.00,"137000"
3024,225108.00,10/98/14 00:00:00,"Pets","PT3100",1.00,"137000"
3025,236334.00,12/98/1 00:00:00,"Toy","TY1600",1.00,"137000"
3026,126867.00,9/00/29 00:00:00,"Toys","TY4100",1.00,"137000"
3027,135872.00,11/00/15 00:00:00,"Toys","TY1200",4.00,"137000"
3028,135872.00,11/00/15 00:00:00,"Toys","TY2100",1.00,"137000"
3029,135872.00,11/00/15 00:00:00,"Toys","TY2300",1.00,"137000"
3030,135872.00,11/00/15 00:00:00,"Toys","TY4100",1.00,"137000"
3031,140623.00,12/00/10 00:00:00,"Software","SW8511",4.00,"137000"
3032,118448.00,5/97/8 00:00:00,"Pets","PT3500",3.00,"262000"
3033,121273.00,5/97/23 00:00:00,"Toys","TY1800",2.00,"262000"
3034,143116.00,9/97/15 00:00:00,"Sports","SP2400",4.00,"262000"
3035,157565.00,12/97/1 00:00:00,"Sports","SP2700",4.00,"262000"
3036,170191.00,2/98/12 00:00:00,"Pets","PT4300",1.00,"262000"
3037,243375.00,4/98/21 00:00:00,"Sports","SP1600",2.00,"262000"
3038,243375.00,4/98/21 00:00:00,"Sports","sp2000",3.00,"262000"
3039,243375.00,4/98/21 00:00:00,"Sports","SP3000",4.00,"262000"
3040,184709.00,4/98/24 00:00:00,"Pets","PT3300",1.00,"262000"
3041,184709.00,4/98/24 00:00:00,"Pets","PT3300",1.00,"262000"
3042,184709.00,4/98/24 00:00:00,"Pets","PT4200",1.00,"262000"
3043,184709.00,4/98/24 00:00:00,"Pets","PT4500",1.00,"262000"
3044,196588.00,6/98/15 00:00:00,"Gardening","GD1001",1.00,"262000"
3045,196588.00,6/98/15 00:00:00,"Gardening","GD1400",1.00,"262000"
3046,196588.00,6/98/15 00:00:00,"Gardening","GD4000",1.00,"262000"
3047,203157.00,7/98/13 00:00:00,"Toys","TY4700",1.00,"262000"
3048,204292.00,7/98/18 00:00:00,"Sports","SP1100",2.00,"262000"
3049,227219.00,10/98/23 00:00:00,"Sports","SP1500",1.00,"262000"
3050,232145.00,11/98/13 00:00:00,"Softwars","SW3895",1.00,"262000"
3051,240570.00,12/98/19 00:00:00,"Pets","PT3300",1.00,"262000"
3052,240783.00,12/98/20 00:00:00,"Toys","TY5200",4.00,"262000"
3053,242124.00,12/98/26 00:00:00,"Colectibles","CC3200",1.00,"262000"
3054,118448.00,8/00/15 00:00:00,"Pets","PT3500",3.00,"262000"
3055,121273.00,8/00/30 00:00:00,"Toys","TY1800",2.00,"262000"
3056,170191.00,5/01/22 00:00:00,"Pets","PT4300",1.00,"262000"
3057,100376.00,1/97/15 00:00:00,"Pets","PT2100",1.00,"387000"
3058,142332.00,9/97/11 00:00:00,"Toys","TY1100",2.00,"387000"
3059,142332.00,9/97/11 00:00:00,"Toys","TY3200",2.00,"387000"
3060,142332.00,9/97/11 00:00:00,"Toys","TY4200",1.00,"387000"
3061,142332.00,9/97/11 00:00:00,"Toys","TY5300",1.00,"387000"
3062,157181.00,11/97/29 00:00:00,"Sports","SP1200",1.00,"387000"
3063,167282.00,1/98/26 00:00:00,"Sports","SP2200",1.00,"387000"
3064,167282.00,1/98/26 00:00:00,"Sports","SP2300",1.00,"387000"
3065,167282.00,1/98/26 00:00:00,"Sports","SP2400",1.00,"387000"
3066,176148.00,3/98/15 00:00:00,"Software","SW7935",1.00,"387000"
3067,243374.00,4/98/21 00:00:00,"Collectibles","CC1100",1.00,"387000"
3068,243374.00,4/98/21 00:00:00,"Collectibles","CC3300",2.00,"387000"
3069,243374.00,4/98/21 00:00:00,"Collectibles","CC3500",3.00,"387000"
3070,243374.00,4/98/21 00:00:00,"Collectible","CC3500",1.00,"387000"
3071,243376.00,4/98/21 00:00:00,"Pets","PT2300",2.00,"387000"
3072,243376.00,4/98/21 00:00:00,"Pets","PT3100",2.00,"387000"
3073,243376.00,4/98/21 00:00:00,"Pets","PT3200",1.00,"387000"
3074,243376.00,4/98/21 00:00:00,"Pets","PT3200",2.00,"387000"
3075,190557.00,5/98/20 00:00:00,"Toys","TY1300",1.00,"387000"
3076,190557.00,5/98/20 00:00:00,"Toy","TY2400",4.00,"387000"
3077,190557.00,5/98/20 00:00:00,"Toys","TY3300",1.00,"387000"
3078,228620.00,10/98/29 00:00:00,"Pets","PT2100",3.00,"387000"
3079,228620.00,10/98/29 00:00:00,"Pets","PT2200",1.00,"387000"
3080,228620.00,10/98/29 00:00:00,"Pets","PT3100",1.00,"387000"
3081,100376.00,4/00/24 00:00:00,"Pets","PT2100",1.00,"387000"
3082,142332.00,12/00/19 00:00:00,"Toys","TY1100",2.00,"387000"
3083,142332.00,12/00/19 00:00:00,"Toys","TY3200",2.00,"387000"
3084,142332.00,12/00/19 00:00:00,"Toys","TY4200",1.00,"387000"
3085,142332.00,12/00/19 00:00:00,"Toys","TY5300",1.00,"387000"
3086,99643.00,1/97/9 00:00:00,"Gardening","GD3400",3.00,"456000"
3087,106468.00,2/97/27 00:00:00,"Collectibles","CC1200",1.00,"456000"
3088,137742.00,8/97/18 00:00:00,"Sports","SP3400",1.00,"456000"
3089,155256.00,11/97/19 00:00:00,"Pets","PT2200",3.00,"456000"
3090,159666.00,12/97/12 00:00:00,"Toys","TY3800",1.00,"456000"
3091,163044.00,12/97/30 00:00:00,"Pets","PT3200",2.00,"456000"
3092,184049.00,4/98/21 00:00:00,"Pest","PT2000",1.00,"456000"
3093,230510.00,11/98/6 00:00:00,"Gardening","GD1400",1.00,"456000"
3094,234466.00,11/98/23 00:00:00,"Sports","SP1200",1.00,"456000"
3095,234466.00,11/98/23 00:00:00,"Sports","SP2000",1.00,"456000"
3096,234466.00,11/98/23 00:00:00,"Sports","SP2300",1.00,"456000"
3097,234466.00,11/98/23 00:00:00,"Sports","SP2700",2.00,"456000"
3098,239179.00,12/98/13 00:00:00,"Pets","PT2300",2.00,"456000"
3099,155256.00,2/01/26 00:00:00,"Pets","PT2200",3.00,"456000"
3100,159666.00,3/01/21 00:00:00,"Toys","TY3800",1.00,"456000"
3101,163044.00,4/01/8 00:00:00,"Pets","PT3200",2.00,"456000"
3102,106313.00,2/97/26 00:00:00,"Sports","SP3100",1.00,"512000"
3103,108795.00,3/97/14 00:00:00,"Software","SW2123",1.00,"512000"
3104,135315.00,8/97/5 00:00:00,"Collectibles","CC2200",1.00,"512000"
3105,153919.00,11/97/12 00:00:00,"Pets","PT4300",1.00,"512000"
3106,165820.00,1/98/17 00:00:00,"Sports","SP1500",1.00,"512000"
3107,168450.00,2/98/2 00:00:00,"Pets","PT2400",1.00,"512000"
3108,175728.00,3/98/13 00:00:00,"Sports","SP1300",4.00,"512000"
3109,243349.00,3/98/28 00:00:00,"Pets","PT3100",1.00,"512000"
3110,184269.00,4/98/22 00:00:00,"Gardening","GD1100",1.00,"512000"
3111,191908.00,5/98/26 00:00:00,"Software","SW5338",1.00,"512000"
3112,195651.00,6/98/11 00:00:00,"Gardening","GD1001",1.00,"512000"
3113,207342.00,7/98/31 00:00:00,"Toys","TY1900",2.00,"512000"
3114,207342.00,7/98/31 00:00:00,"Toys","TY3100",1.00,"512000"
3115,207342.00,7/98/31 00:00:00,"Toys","TY3500",2.00,"512000"
3116,217071.00,9/98/10 00:00:00,"Collectibles","CC2400",4.00,"512000"
3117,237054.00,12/98/4 00:00:00,"Pets","PT4300",4.00,"512000"
3118,106313.00,6/00/5 00:00:00,"Sporst","SP3100",1.00,"512000"
3119,108795.00,6/00/21 00:00:00,"Software","SW2123",1.00,"512000"
3120,135315.00,11/00/12 00:00:00,"Collectibles","CC2200",1.00,"512000"
3121,153919.00,2/01/19 00:00:00,"Pets","PT4300",1.00,"512000"
3122,165820.00,4/01/26 00:00:00,"Sports","SP1500",1.00,"512000"
3123,168450.00,5/01/12 00:00:00,"Pets","PT2400",1.00,"512000"
3124,124051.00,6/97/7 00:00:00,"Pets","PT1400",1.00,"637000"
3125,124051.00,6/97/7 00:00:00,"Pets","PT2200",1.00,"637000"
3126,124051.00,6/97/7 00:00:00,"Pets","PT3100",1.00,"637000"
3127,124814.00,6/97/11 00:00:00,"Software","SW3895",3.00,"637000"
3128,139856.00,8/97/29 00:00:00,"Toys","TY4400",1.00,"637000"
3129,183082.00,4/98/17 00:00:00,"Sports","SP2700",1.00,"637000"
3130,196370.00,6/98/14 00:00:00,"Gardening","GD1500",1.00,"637000"
3131,206396.00,7/98/27 00:00:00,"Sports","SP2400",1.00,"637000"
3132,220145.00,9/98/23 00:00:00,"Pets","PT1200",1.00,"637000"
3133,223035.00,10/98/5 00:00:00,"Sports","SP2500",1.00,"637000"
3134,229811.00,11/98/3 00:00:00,"Pets","PT4200",1.00,"637000"
3135,233331.00,11/98/18 00:00:00,"Toys","TY1100",1.00,"637000"
3136,124051.00,9/00/14 00:00:00,"Pets","PT1400",1.00,"637000"
3137,124051.00,9/00/14 00:00:00,"Pets","PT2200",1.00,"637000"
3138,124051.00,9/00/14 00:00:00,"Pets","PT3100",1.00,"637000"
3139,124814.00,9/00/18 00:00:00,"Softwares","SW3895",3.00,"637000"
3140,139856.00,12/00/6 00:00:00,"Toys","TY4400",1.00,"637000"
3141,139658.00,8/97/28 00:00:00,"Toy","TY1700",4.00,"733000"
3142,173209.00,2/98/28 00:00:00,"Sports","SP3400",1.00,"733000"
3143,175132.00,3/98/10 00:00:00,"Pets","PT3500",1.00,"733000"
3144,189145.00,5/98/14 00:00:00,"Gardening","GD1400",1.00,"733000"
3145,194930.00,6/98/8 00:00:00,"Toys","TY1750",1.00,"733000"
3146,194930.00,6/98/8 00:00:00,"Toys","TY1750",2.00,"733000"
3147,194930.00,6/98/8 00:00:00,"Toys","TY3800",1.00,"733000"
3148,194930.00,6/98/8 00:00:00,"Toys","TY4100",2.00,"733000"
3149,195397.00,6/98/10 00:00:00,"Sports","SP2000",1.00,"733000"
3150,195397.00,6/98/10 00:00:00,"Sports","SP2000",4.00,"733000"
3151,195397.00,6/98/10 00:00:00,"Sports","SP2400",3.00,"733000"
3152,202947.00,7/98/12 00:00:00,"Pets","PT3100",1.00,"733000"
3153,203167.00,7/98/13 00:00:00,"Sports","SP3400",4.00,"733000"
3154,234924.00,11/98/25 00:00:00,"Software","SW8376",1.00,"733000"
3155,139658.00,12/00/5 00:00:00,"Toys","TY17OO",4.00,"733000"
3156,121082.00,5/97/22 00:00:00,"Sports","SP2400",1.00,"762000"
3157,132255.00,7/97/20 00:00:00,"Pets","PT3100",1.00,"762000"
3158,140829.00,9/97/3 00:00:00,"Software","SW2123",1.00,"762000"
3159,173210.00,2/98/28 00:00:00,"Sports","SP2700",4.00,"762000"
3160,192165.00,5/98/27 00:00:00,"Software","SW7585",1.00,"762000"
3161,197088.00,6/98/17 00:00:00,"Gardning","GD2100",2.00,"762000"
3162,207785.00,8/98/2 00:00:00,"Sports","SP2400",1.00,"762000"
3163,237791.00,12/98/7 00:00:00,"Pets","PT1000",1.00,"762000"
3164,237791.00,12/98/7 00:00:00,"Pets","PT2400",1.00,"762000"
3165,237791.00,12/98/7 00:00:00,"Pets","PT3200",1.00,"762000"
3166,237791.00,12/98/7 00:00:00,"Pets","PT4200",1.00,"762000"
3167,238016.00,12/98/8 00:00:00,"Pets","PT2400",1.00,"762000"
3168,238016.00,12/98/8 00:00:00,"Pets","pt3500",1.00,"762000"
3169,238016.00,12/98/8 00:00:00,"Pets","PT4300",3.00,"762000"
3170,140829.00,12/00/11 00:00:00,"Software","SW2123",1.00,"762000"
3171,136667.00,8/97/12 00:00:00,"Toys","TY2400",1.00,"887000"
3172,136667.00,8/97/12 00:00:00,"Toys","TY3700",1.00,"887000"
3173,136667.00,8/97/12 00:00:00,"Toys","TY4600",1.00,"887000"
3174,136667.00,8/97/12 00:00:00,"Toys","TY5100",4.00,"887000"
3175,139067.00,8/97/25 00:00:00,"Toys","TY5400",3.00,"887000"
3176,141782.00,9/97/8 00:00:00,"Collectibles","CC3400",2.00,"887000"
3177,145415.00,9/97/27 00:00:00,"Pets","PT2100",1.00,"887000"
3178,146158.00,10/97/1 00:00:00,"Pets","PT4500",1.00,"887000"
3179,158712.00,12/97/7 00:00:00,"Sports","SP2600",1.00,"887000"
3180,159270.00,12/97/10 00:00:00,"Toys","TY5300",1.00,"887000"
3181,163238.00,12/97/31 00:00:00,"Collectibles","CC4300",3.00,"887000"
3182,172258.00,2/98/23 00:00:00,"Toys","TY1600",1.00,"887000"
3183,185573.00,4/98/28 00:00:00,"Collectibles","CC3400",1.00,"887000"
3184,186021.00,4/98/30 00:00:00,"Toys","TY1300",1.00,"887000"
3185,186021.00,4/98/30 00:00:00,"Toys","TY1500",1.00,"887000"
3186,186021.00,4/98/30 00:00:00,"Toys","TY3500",1.00,"887000"
3187,217533.00,9/98/12 00:00:00,"Toys","TY4200",1.00,"887000"
3188,220388.00,9/98/24 00:00:00,"Software","SW1207",1.00,"887000"
3189,234048.00,11/98/21 00:00:00,"Sports","SP1600",1.00,"887000"
3190,136667.00,11/00/19 00:00:00,"Toys","TY2400",1.00,"887000"
3191,136667.00,11/00/19 00:00:00,"Toys","TY3700",1.00,"887000"
3192,136667.00,11/00/19 00:00:00,"Toys","TY4600",1.00,"887000"
3193,136667.00,11/00/19 00:00:00,"Toys","TY5100",4.00,"887000"
3194,139067.00,12/00/2 00:00:00,"Tots","TY5400",3.00,"887000"
3195,141782.00,12/00/16 00:00:00,"Collectibles","CC3400",2.00,"887000"
3196,145415.00,1/01/4 00:00:00,"Pets","PT2100",1.00,"887000"
3197,146158.00,1/01/8 00:00:00,"Pets","PT4500",1.00,"887000"
3198,158712.00,3/01/16 00:00:00,"Sports","SP2600",1.00,"887000"
3199,159270.00,3/01/19 00:00:00,"Tosy","TY5300",1.00,"887000"
3200,163238.00,4/01/9 00:00:00,"Collectibles","CC4300",3.00,"887000"
3201,99756.00,1/97/10 00:00:00,"Pets","PT1100",3.00,"914000"
3202,99756.00,1/97/10 00:00:00,"Pets","PT3100",1.00,"914000"
3203,99756.00,1/97/10 00:00:00,"Pets","PT3500",3.00,"914000"
3204,130740.00,7/97/12 00:00:00,"Software","SW1828",1.00,"914000"
3205,134932.00,8/97/3 00:00:00,"Gardening","GD3100",3.00,"914000"
3206,141783.00,9/97/8 00:00:00,"Sports","SP1000",1.00,"914000"
3207,141783.00,9/97/8 00:00:00,"Sports","SP1300",1.00,"914000"
3208,141783.00,9/97/8 00:00:00,"Sports","SP2300",4.00,"914000"
3209,149271.00,10/97/18 00:00:00,"Toys","TY3800",1.00,"914000"
3210,152304.00,11/97/3 00:00:00,"Toys","TY3700",1.00,"914000"
3211,156806.00,11/97/27 00:00:00,"Sports","SP2200",1.00,"914000"
3212,161595.00,12/97/22 00:00:00,"Software","SW7221",4.00,"914000"
3213,212564.00,8/98/22 00:00:00,"Sports","SP1100",4.00,"914000"
3214,212564.00,8/98/22 00:00:00,"Sports","SP1300",1.00,"914000"
3215,212564.00,8/98/22 00:00:00,"Sports","SP3100",1.00,"914000"
3216,212564.00,8/98/22 00:00:00,"Sports","SP3300",3.00,"914000"
3217,213061.00,8/98/24 00:00:00,"Sport","SP1000",4.00,"914000"
3218,213061.00,8/98/24 00:00:00,"Sports","SP3100",1.00,"914000"
3219,99756.00,4/00/19 00:00:00,"Pets","PT1100",3.00,"914000"
3220,99756.00,4/00/19 00:00:00,"Pets","PT3100",1.00,"914000"
3221,99756.00,4/00/19 00:00:00,"Pets","PT3500",3.00,"914000"
3222,130740.00,10/00/19 00:00:00,"Software","SW1828",1.00,"914000"
3223,134932.00,11/00/10 00:00:00,"Gardening","gd3100",3.00,"914000"
3224,141783.00,12/00/16 00:00:00,"Sports","SP1000",1.00,"914000"
3225,141783.00,12/00/16 00:00:00,"Sports","SP1300",1.00,"914000"
3226,141783.00,12/00/16 00:00:00,"Sports","SP2300",4.00,"914000"
3227,149271.00,1/01/25 00:00:00,"Toys","TY3800",1.00,"914000"
3228,152304.00,2/01/10 00:00:00,"Toys","TY3700",1.00,"914000"
3229,156806.00,3/01/6 00:00:00,"Sports","SP2200",1.00,"914000"
3230,161595.00,3/01/31 00:00:00,"Software","SW7221",4.00,"914000"
3231,126004.00,6/97/17 00:00:00,"Toys","TY1950",1.00,"1012000"
3232,126004.00,6/97/17 00:00:00,"Toys","TY4600",3.00,"1012000"
3233,126004.00,6/97/17 00:00:00,"Toys","TY5300",1.00,"1012000"
3234,129631.00,7/97/6 00:00:00,"Pet","PT4500",2.00,"1012000"
3235,142730.00,9/97/13 00:00:00,"Gardening","GD2200",1.00,"1012000"
3236,142730.00,9/97/13 00:00:00,"Gardening","GD2400",1.00,"1012000"
3237,142730.00,9/97/13 00:00:00,"Gardening","GD3200",1.00,"1012000"
3238,142730.00,9/97/13 00:00:00,"Gardening","GD4100",1.00,"1012000"
3239,147805.00,10/97/10 00:00:00,"Pets","PT3100",1.00,"1012000"
3240,147805.00,10/97/10 00:00:00,"Pets","pt4100",1.00,"1012000"
3241,147805.00,10/97/10 00:00:00,"Pet","PT4600",4.00,"1012000"
3242,147805.00,10/97/10 00:00:00,"Pets","PT4600",1.00,"1012000"
3243,198963.00,6/98/25 00:00:00,"Sport","SP2400",4.00,"1012000"
3244,229595.00,11/98/2 00:00:00,"Pets","PT2100",1.00,"1012000"
3245,233338.00,11/98/18 00:00:00,"Collectible","CC4100",1.00,"1012000"
3246,237797.00,12/98/7 00:00:00,"Pets","PT4100",2.00,"1012000"
3247,126004.00,9/00/24 00:00:00,"Toys","TY1950",1.00,"1012000"
3248,126004.00,9/00/24 00:00:00,"Toys","TY4600",3.00,"1012000"
3249,126004.00,9/00/24 00:00:00,"Toys","TY5300",1.00,"1012000"
3250,129631.00,10/00/13 00:00:00,"Pets","PT4500",2.00,"1012000"
3251,147805.00,1/01/17 00:00:00,"Pets","PT3100",1.00,"1012000"
3252,147805.00,1/01/17 00:00:00,"Pets","PT4100",1.00,"1012000"
3253,147805.00,1/01/17 00:00:00,"Pet","PT4600",4.00,"1012000"
3254,147805.00,1/01/17 00:00:00,"Pets","PT4600",1.00,"1012000"
3255,116399.00,4/97/27 00:00:00,"Gardening","GD3200",1.00,"1137000"
3256,152307.00,11/97/3 00:00:00,"Toys","TY3400",4.00,"1137000"
3257,211399.00,8/98/17 00:00:00,"Sports","SP2300",1.00,"1137000"
3258,211635.00,8/98/18 00:00:00,"Softwar","SW2181",4.00,"1137000"
3259,211635.00,8/98/18 00:00:00,"Software","SW3545",1.00,"1137000"
3260,211635.00,8/98/18 00:00:00,"Software","SW5952",4.00,"1137000"
3261,213064.00,8/98/24 00:00:00,"Toys","TY2400",1.00,"1137000"
3262,231459.00,11/98/10 00:00:00,"Sports","SP2600",1.00,"1137000"
3263,116399.00,8/00/4 00:00:00,"Gardening","GD3200",1.00,"1137000"
3264,152307.00,2/01/10 00:00:00,"Toys","TY3400",4.00,"1137000"
3265,113748.00,4/97/12 00:00:00,"Pets","PT4300",1.00,"1222000"
3266,137757.00,8/97/18 00:00:00,"Toys","TY4600",1.00,"1222000"
3267,147434.00,10/97/8 00:00:00,"Pets","PT1400",4.00,"1222000"
3268,153927.00,11/97/12 00:00:00,"Toys","TY4200",1.00,"1222000"
3269,230993.00,11/98/8 00:00:00,"Sports","SP1300",1.00,"1222000"
3270,230993.00,11/98/8 00:00:00,"Sports","SP1400",3.00,"1222000"
3271,236105.00,11/98/30 00:00:00,"Pets","PT1200",1.00,"1222000"
3272,241923.00,12/98/25 00:00:00,"Software","SW7385",1.00,"1222000"
3273,113748.00,7/00/20 00:00:00,"Pets","PT4300",1.00,"1222000"
3274,137757.00,11/00/25 00:00:00,"Toys","TY4600",1.00,"1222000"
3275,147434.00,1/01/15 00:00:00,"Pets","PT1400",4.00,"1222000"
3276,153927.00,2/01/19 00:00:00,"Toys","TY4200",1.00,"1222000"
3277,105518.00,2/97/21 00:00:00,"Pets","PT1300",4.00,"1250000"
3278,143136.00,9/97/15 00:00:00,"Sports","SP1400",1.00,"1250000"
3279,143136.00,9/97/15 00:00:00,"Sports","SP2500",2.00,"1250000"
3280,143136.00,9/97/15 00:00:00,"Sports","SP2600",3.00,"1250000"
3281,148359.00,10/97/13 00:00:00,"Pets","PT2100",1.00,"1250000"
3282,150618.00,10/97/25 00:00:00,"Gardening","GD1500",1.00,"1250000"
3283,150618.00,10/97/25 00:00:00,"Gardening","GD3000",3.00,"1250000"
3284,150618.00,10/97/25 00:00:00,"Gardening","GD3200",2.00,"1250000"
3285,168649.00,2/98/3 00:00:00,"Gardening","GD1100",1.00,"1250000"
3286,187576.00,5/98/7 00:00:00,"Toys","TY1200",3.00,"1250000"
3287,187576.00,5/98/7 00:00:00,"Toys","TY1850",1.00,"1250000"
3288,187576.00,5/98/7 00:00:00,"Toys","TY2300",4.00,"1250000"
3289,187576.00,5/98/7 00:00:00,"Toys","TY3800",1.00,"1250000"
3290,209481.00,8/98/9 00:00:00,"Pets","PT2200",1.00,"1250000"
3291,209481.00,8/98/9 00:00:00,"Pets","PT2300",1.00,"1250000"
3292,209481.00,8/98/9 00:00:00,"Pets","PT3200",1.00,"1250000"
3293,209481.00,8/98/9 00:00:00,"Pets","PT3200",3.00,"1250000"
3294,218965.00,9/98/18 00:00:00,"Gardening","GD2200",1.00,"1250000"
3295,223524.00,10/98/7 00:00:00,"Gardening","GD4100",1.00,"1250000"
3296,225348.00,10/98/15 00:00:00,"Toys","TY4200",1.00,"1250000"
3297,239627.00,12/98/15 00:00:00,"Pets","PT4600",1.00,"1250000"
3298,105518.00,5/00/31 00:00:00,"Pets","PT1300",4.00,"1250000"
3299,148359.00,1/01/20 00:00:00,"Pets","PT2100",1.00,"1250000"
3300,110993.00,3/97/27 00:00:00,"Sports","SP1200",1.00,"1262000"
3301,130222.00,7/97/9 00:00:00,"Toys","TY4200",1.00,"1262000"
3302,158917.00,12/97/8 00:00:00,"Collectible","CC2200",3.00,"1262000"
3303,163533.00,1/98/2 00:00:00,"Sports","SP1000",1.00,"1262000"
3304,179408.00,3/98/31 00:00:00,"Software","SW1005",3.00,"1262000"
3305,179408.00,3/98/31 00:00:00,"Software","SW7013",1.00,"1262000"
3306,179408.00,3/98/31 00:00:00,"Software","SW7573",1.00,"1262000"
3307,179408.00,3/98/31 00:00:00,"Software","SW9604",1.00,"1262000"
3308,180934.00,4/98/7 00:00:00,"Collectibles","CC1500",4.00,"1262000"
3309,182262.00,4/98/13 00:00:00,"Gardening","GD1400",1.00,"1262000"
3310,198049.00,6/98/21 00:00:00,"Sports","SP2000",3.00,"1262000"
3311,198049.00,6/98/21 00:00:00,"Sports","SP2400",1.00,"1262000"
3312,198049.00,6/98/21 00:00:00,"Sports","SP2500",1.00,"1262000"
3313,219453.00,9/98/20 00:00:00,"Toys","TY17OO",1.00,"1262000"
3314,230301.00,11/98/5 00:00:00,"Tosy","TY5200",1.00,"1262000"
3315,238030.00,12/98/8 00:00:00,"Sports","SP2200",1.00,"1262000"
3316,241924.00,12/98/25 00:00:00,"Sports","SP1300",2.00,"1262000"
3317,241924.00,12/98/25 00:00:00,"Sports","SP3300",2.00,"1262000"
3318,241924.00,12/98/25 00:00:00,"Sports","SP3400",1.00,"1262000"
3319,110993.00,7/00/4 00:00:00,"Sports","SP1200",1.00,"1262000"
3320,130222.00,10/00/16 00:00:00,"Toys","TY4200",1.00,"1262000"
3321,158917.00,3/01/17 00:00:00,"Collectible","CC220",3.00,"1262000"
3322,163533.00,4/01/11 00:00:00,"Sports","SP1000",1.00,"1262000"
3323,122589.00,5/97/30 00:00:00,"Pets","PT3100",3.00,"1355000"
3324,122777.00,5/97/31 00:00:00,"Sports","SP1300",1.00,"1355000"
3325,143138.00,9/97/15 00:00:00,"Pets","PT4400",1.00,"1355000"
3326,166327.00,1/98/20 00:00:00,"Pets","PT3200",2.00,"1355000"
3327,209214.00,8/98/8 00:00:00,"Sports","SP3100",1.00,"1355000"
3328,221809.00,9/98/30 00:00:00,"Toys","TY3400",1.00,"1355000"
3329,223296.00,10/98/6 00:00:00,"Pets","PT3100",4.00,"1355000"
3330,122589.00,9/00/6 00:00:00,"Pets","PT3100",3.00,"1355000"
3331,122777.00,9/00/7 00:00:00,"Sports","SP1300",1.00,"1355000"
3332,143138.00,12/00/23 00:00:00,"Pets","PT4400",1.00,"1355000"
3333,166327.00,4/01/29 00:00:00,"Pets","PT3200",2.00,"1355000"
3334,102109.00,1/97/28 00:00:00,"Pets","PT4300",1.00,"1387000"
3335,113750.00,4/97/12 00:00:00,"Sports","SP2500",3.00,"1387000"
3336,121462.00,5/97/24 00:00:00,"Software","SW1207",1.00,"1387000"
3337,121462.00,5/97/24 00:00:00,"Software","SW2147",1.00,"1387000"
3338,121462.00,5/97/24 00:00:00,"Software","SW5493",1.00,"1387000"
3339,131671.00,7/97/17 00:00:00,"Sports","SP1500",1.00,"1387000"
3340,131671.00,7/97/17 00:00:00,"Sports","SP2000",2.00,"1387000"
3341,131671.00,7/97/17 00:00:00,"Sports","SP2500",1.00,"1387000"
3342,131671.00,7/97/17 00:00:00,"Sports","SP2700",1.00,"1387000"
3343,131869.00,7/97/18 00:00:00,"Pets","PT4100",1.00,"1387000"
3344,132081.00,7/97/19 00:00:00,"Gardening","GD2000",2.00,"1387000"
3345,132081.00,7/97/19 00:00:00,"Gardening","GD2000",1.00,"1387000"
3346,132081.00,7/97/19 00:00:00,"Gardening","GD3100",1.00,"1387000"
3347,132081.00,7/97/19 00:00:00,"Gardening","GD3400",2.00,"1387000"
3348,169362.00,2/98/7 00:00:00,"Software","SW4187",1.00,"1387000"
3349,169362.00,2/98/7 00:00:00,"Software","SW5952",4.00,"1387000"
3350,169362.00,2/98/7 00:00:00,"Software","SW6269",1.00,"1387000"
3351,169362.00,2/98/7 00:00:00,"Software","SW7935",1.00,"1387000"
3352,176756.00,3/98/18 00:00:00,"Sports","SP2700",1.00,"1387000"
3353,177337.00,3/98/21 00:00:00,"Sports","SP1000",1.00,"1387000"
3354,193092.00,5/98/31 00:00:00,"Toys","TY3700",1.00,"1387000"
3355,197104.00,6/98/17 00:00:00,"Pets","PT4200",1.00,"1387000"
3356,235407.00,11/98/27 00:00:00,"Pets","PT3500",1.00,"1387000"
3357,102109.00,5/00/7 00:00:00,"Pets","PT4300",1.00,"1387000"
3358,121462.00,8/00/31 00:00:00,"Software","SW1207",1.00,"1387000"
3359,121462.00,8/00/31 00:00:00,"Software","SW2147",1.00,"1387000"
3360,121462.00,8/00/31 00:00:00,"Software","SW5493",1.00,"1387000"
3361,131869.00,10/00/25 00:00:00,"Pets","PT4100",1.00,"1387000"
